wavelength,nflux
853.1900000000002,16517966714966.098
853.1902000000001,16514552436157.338
853.1904000000001,16512837398466.406
853.1905999999999,16511126357649.795
853.1908,16511118549162.28
853.191,16511110740678.066
853.1912000000001,16512806161300.953
853.1914,16512798352017.844
853.1916000000002,16514493770230.867
853.1918000000001,16514485960148.895
853.192,16514478150070.225
853.1922000000001,16512767114918.547
853.1923999999999,16511056081381.174
853.1926,16507641825992.744
853.1927999999999,16504227573829.615
853.1930000000001,16499110103037.406
853.1932000000002,16495695858130.316
853.1934000000001,16490578396205.146
853.1936000000001,16487164158554.105
853.1938,16485453142760.703
853.1940000000001,16485445346408.469
853.1942,16485437550059.549
853.1944,16485429753713.918
853.1946,16487125172782.006
853.1948,16490523804847.326
853.1950000000002,16492219219894.568
853.1952000000001,16495617846328.07
853.1954,16497313257354.48
853.1956,16497305455390.24
853.1958000000001,16498996872529.92
853.1959999999999,16497285860409.521
853.1962,16495574849903.385
853.1964,16495567048760.53
853.1966000000001,16493856040677.453
853.1968,16492145034208.678
853.1970000000001,16492137234686.691
853.1972000000001,16492129435168.008
853.1974,16490418431931.08
853.1976,16490410633224.49
853.1977999999999,16492106036631.775
853.198,16492098237126.293
853.1982,16490387237124.514
853.1984000000001,16490379438431.135
853.1986000000002,16488668440852.424
853.1988000000001,16486957444887.967
853.1990000000001,16483543253260.14
853.1992,16480129064857.54
853.1993999999999,16476714879680.148
853.1995999999999,16473300697727.996
853.1998,16471589713056.814
853.2,16452846797497.295
853.2002,16456245401443.777
853.2004000000002,16459644002171.629
853.2006000000001,16463042599680.844
853.2008,16466441193971.459
853.201,16468136595820.588
853.2012,16471531199667.188
853.2013999999999,16474929784286.008
853.2016,16476625179291.809
853.2018,16480023758278.875
853.2020000000001,16483422334047.322
853.2022000000001,16485117722619.213
853.2024000000001,16488516292755.926
853.2026000000001,16490211677307.057
853.2028,16491907060250.508
853.2029999999999,16495305622342.395
853.2032,16497001001265.08
853.2034,16498696378580.13
853.2036,16500391754287.527
853.2038000000001,16503790305921.445
853.2040000000002,16508892031065.445
853.2042000000001,16512290575456.707
853.2044,16517392291747.115
853.2046000000001,16524197177520.238
853.2047999999999,16527595709839.34
853.2049999999999,16532697411641.154
853.2052,16536095936717.63
853.2054,16539494458575.521
853.2056,16541189806929.926
853.2058000000001,16542885153676.725
853.2060000000002,16544580498815.879
853.2062,16544572674478.936
853.2064,16546268017208.314
853.2066,16547963358330.088
853.2067999999999,16549654694153.174
853.207,16551350031650.312
853.2072000000001,16554748530968.945
853.2074000000001,16558147027069.025
853.2076000000001,16563248681768.71
853.2078000000001,16568350331638.941
853.2080000000001,16571748816472.436
853.2082,16576850457489.143
853.2083999999999,16581952093676.387
853.2086,16585350567243.312
853.2088,16590452194577.072
853.2090000000001,16593850660901.445
853.2092,16595545968632.846
853.2094000000002,16597241274756.639
853.2096000000001,16598936579272.822
853.2098,16600631882181.424
853.2100000000002,16600624031329.803
853.2101999999999,16602319331828.646
853.2103999999999,16602311480178.23
853.2106000000001,16604006778267.322
853.2108000000001,16603998925818.092
853.2110000000001,16603991073372.186
853.2112000000001,16602280073609.79
853.2114000000003,16602272221975.984
853.2116,16600561224636.627
853.2118,16598850228911.496
853.212,16598842378898.613
853.2121999999999,16597127370441.1
853.2124,16597119521242.98
853.2126000000001,16597111672048.182
853.2128000000001,16598806963320.83
853.2130000000001,16598799113327.238
853.2132000000001,16600494402190.174
853.2134000000001,16602189689445.504
853.2136,16605588112335.543
853.2137999999999,16607283395570.264
853.214,16610681812828.746
853.2142,16612377092042.83
853.2144000000001,16612369235628.855
853.2146,16614064512433.223
853.2148000000002,16614056655220.441
853.2150000000001,16614048798011.006
853.2152,16612337810006.242
853.2154000000002,16612329953608.912
853.2156,16610618968027.178
853.2158,16608907984059.67
853.216,16607197001706.383
853.2162000000001,16605486020967.332
853.2164000000001,16603775041842.51
853.2166000000001,16602064064331.928
853.2168,16602056212790.604
853.2170000000001,16600345237703.027
853.2172,16598634264229.686
853.2174,16598626414309.232
853.2176,16596911428175.934
853.2178,16596903579070.24
853.218,16595192610857.568
853.2182000000001,16595184762563.992
853.2184000000002,16593473796774.312
853.2185999999999,16593465949292.832
853.2188000000001,16591754985926.156
853.219,16591747139256.762
853.2191999999999,16591739292590.701
853.2194,16593434559400.125
853.2196,16595129824601.99
853.2198000000001,16596825088196.285
853.22,16596817239127.178
853.2202000000002,16598512500311.78
853.2204,16600207759888.83
853.2206,16600199909218.793
853.2208,16600192058552.1
853.221,16600184207888.719
853.2212,16600176357228.686
853.2214,16598465401154.232
853.2216000000001,16598457551306.27
853.2218000000001,16598449701461.637
853.2220000000001,16598441851620.34
853.2222,16598434001782.355
853.2224000000001,16598426151947.703
853.2225999999998,16598418302116.379
853.2228,16598410452288.379
853.223,16598402602463.691
853.2232,16598390737222.494
853.2234000000001,16596679790455.832
853.2236000000001,16596671941449.24
853.2238000000002,16594960997105.547
853.2239999999999,16594953148911.04
853.2242000000001,16593242206990.314
853.2244,16593234359607.898
853.2245999999999,16591523420110.125
853.2248,16591515573539.787
853.225,16591507726972.77
853.2252000000001,16589796790706.723
853.2254,16591492033848.725
853.2256000000002,16591484187291.674
853.2258,16591476340737.959
853.226,16591468494187.57
853.2262,16591460647640.502
853.2264,16591452801096.76
853.2266,16589741870492.025
853.2268,16588030941501.473
853.2270000000001,16586320014125.12
853.2272000000002,16586312170010.967
853.2274000000001,16586304325900.137
853.2276,16586296481792.633
853.2278000000001,16586288637688.465
853.2279999999998,16587983872013.879
853.2281999999999,16591382182352.62
853.2284000000001,16593077412657.537
853.2286,16594768626831.535
853.2288000000001,16596463853512.04
853.2290000000002,16598159078585.016
853.2292000000002,16598151228868.748
853.2293999999999,16599846451532.092
853.2296,16598135529446.195
853.2298,16596424608974.5
853.2299999999999,16594713690116.98
853.2302,16593002772873.633
853.2304,16591291857244.467
853.2306000000001,16589580943229.484
853.2308000000002,16589573097566.945
853.2310000000001,16589565251907.746
853.2312000000001,16589557406251.867
853.2314,16589549560599.312
853.2315999999998,16591244778466.654
853.2318,16592939994726.47
853.232,16592932147473.031
853.2322,16594627361323.217
853.2324000000001,16596322573565.871
853.2326000000002,16596314724711.566
853.2328000000001,16598009934544.607
853.233,16596299027012.906
853.2332000000001,16596291178168.574
853.2334,16596283329327.564
853.2335999999999,16594572425027.541
853.2338000000001,16596267631655.504
853.234,16596259782824.465
853.2342000000001,16597950971770.576
853.2344,16597943122143.426
853.2346000000002,16599638323542.854
853.2348000000001,16601333523334.771
853.235,16603028721519.16
853.2352,16604723918096.049
853.2353999999999,16606419113065.438
853.2356,16606411259431.143
853.2358000000002,16608106451990.92
853.2360000000001,16606395552172.562
853.2362000000002,16606387698548.254
853.2364000000001,16604676801152.791
853.2366000000001,16604668948340.572
853.2368,16602958053368.021
853.2369999999999,16602950201367.861
853.2372,16602942349371.033
853.2374,16602934497377.502
853.2376,16602926645387.322
853.2378,16604621831537.033
853.2380000000002,16604613978748.084
853.2382000000001,16604606125962.46
853.2384,16604598273180.17
853.2386000000001,16604590420401.203
853.2388,16604582567625.555
853.2389999999999,16604574714853.238
853.2392000000001,16604566862084.252
853.2394,16604559009318.596
853.2396000000001,16604547139708.533
853.2398000000001,16602836257281.729
853.2400000000002,16602828405334.13
853.2402000000001,16602820553389.852
853.2404,16602812701448.91
853.2406,16602804849511.283
853.2408,16602796997577.0
853.241,16601086120808.021
853.2412,16599375245653.195
853.2414000000001,16599367395339.686
853.2416000000002,16597656522607.729
853.2417999999999,16595945651489.928
853.2420000000001,16595937802797.223
853.2422000000001,16595929954107.824
853.2423999999999,16595922105421.773
853.2426,16595914256739.025
853.2428,16595906408059.602
853.243,16597601576167.45
853.2432,16599296742667.809
853.2434000000002,16600991907560.674
853.2436,16602687070846.064
853.2438,16602679218961.662
853.2440000000001,16604374379837.488
853.2442,16604366527154.338
853.2443999999999,16602655663328.395
853.2446,16602647811457.297
853.2448,16600936950054.215
853.2450000000001,16599222074725.984
853.2452000000001,16597511216965.818
853.2454,16595800360819.783
853.2456000000001,16595792512189.58
853.2458,16594081658466.389
853.246,16595776814939.158
853.2462,16597471969804.451
853.2464,16599167123062.266
853.2466000000001,16600862274712.605
853.2468000000001,16602557424755.46
853.2470000000002,16604252573190.855
853.2472,16604244720560.281
853.2474000000001,16602533869279.9
853.2475999999999,16600823019613.645
853.2477999999999,16599112171561.48
853.248,16595698328886.545
853.2482,16592284489436.488
853.2484000000001,16590573647837.49
853.2486000000001,16587159814031.867
853.2488000000002,16585448976466.488
853.249,16583738140515.236
853.2492,16582027306178.086
853.2493999999999,16582019464054.213
853.2496,16583714611727.438
853.2497999999999,16583706768804.805
853.25,16583698925885.512
853.2502000000001,16583691082969.523
853.2504000000001,16583683240056.871
853.2506000000001,16581968400036.246
853.2508,16580257573388.854
853.2510000000001,16578546748355.56
853.2511999999999,16575132941997.71
853.2514,16571719138864.744
853.2516,16568305338956.658
853.2518,16564891542273.441
853.2520000000001,16561477748815.111
853.2522000000001,16558063958581.67
853.2524000000002,16554650171573.074
853.2526,16552939365090.31
853.2528000000001,16549525583726.086
853.2529999999999,16547814781276.898
853.2532,16546103980441.771
853.2533999999999,16544393181220.748
853.2536000000001,16544385356887.816
853.2538000000001,16542674560089.574
853.2540000000001,16540963764905.44
853.2542000000002,16539252971335.371
853.2544,16535839209326.957
853.2546000000001,16534128419790.438
853.2547999999999,16530714663426.34
853.255,16527300910287.088
853.2552,16523887160372.686
853.2554,16522176379708.637
853.2556000000001,16518762635438.533
853.2558000000001,16517051858808.047
853.2560000000002,16515337088586.033
853.2562,16513626315598.303
853.2564000000001,16511915544224.664
853.2565999999999,16510204774465.078
853.2567999999999,16510196966295.451
853.2570000000001,16510189158129.148
853.2572,16510181349966.133
853.2574000000001,16510173541806.438
853.2576000000001,16510165733650.037
853.2578000000002,16510157925496.957
853.258,16510150117347.2
853.2582,16510142309200.727
853.2583999999999,16508431547524.715
853.2586,16508423740190.242
853.2588,16506712980936.975
853.2590000000001,16506705174414.484
853.2592000000001,16506697367895.312
853.2594000000001,16504986611873.47
853.2596000000001,16506681754866.873
853.2598,16506673948357.635
853.2600000000001,16508369088941.53
853.2601999999998,16510064227917.988
853.2604,16511759365286.996
853.2606,16513454501048.56
853.2608,16515149635202.693
853.2610000000002,16518547710812.352
853.2612000000001,16520242840946.225
853.2614000000002,16521937969472.656
853.2615999999999,16523629099201.07
853.2618000000001,16525324224103.338
853.262,16527019347398.195
853.2621999999999,16527011531266.816
853.2624000000001,16528706652152.174
853.2626,16532104707638.12
853.2628000000001,16533799824503.227
853.263,16535494939760.908
853.2632000000002,16538892987203.107
853.2634,16540588098440.562
853.2636,16540580275889.426
853.2638,16542275384717.414
853.264,16543970491937.969
853.2642,16543962667786.03
853.2644000000001,16543954843637.387
853.2646000000001,16545649947646.42
853.2648000000002,16545642122699.062
853.2650000000001,16547337224298.617
853.2652,16547329398552.514
853.2654000000001,16549024497742.596
853.2655999999998,16550719595325.283
853.2658,16554117614622.686
853.2660000000001,16555812708185.178
853.2662,16557507800140.242
853.2664000000001,16560905811393.941
853.2666000000002,16562600899328.824
853.2668,16564295985656.3
853.2669999999999,16565987062959.232
853.2672000000001,16567682145662.59
853.2674,16569377226758.572
853.2675999999999,16571072306247.14
853.2678000000001,16571064469271.715
853.268,16572759546350.828
853.2682000000001,16572751708576.703
853.2684,16572743870805.887
853.2686,16574438944673.525
853.2688,16574431106103.994
853.269,16574423267537.775
853.2692,16574415428974.902
853.2694,16574407590415.318
853.2696,16574399751859.084
853.2698,16574391913306.15
853.2700000000001,16574384074756.543
853.2702000000002,16574376236210.244
853.2704,16572665493280.396
853.2706000000001,16572657655546.1
853.2708000000001,16570946915038.943
853.271,16569236176145.842
853.2712,16569228340032.219
853.2714000000001,16569220503921.918
853.2716,16567509768260.188
853.2718000000001,16569204831711.277
853.2720000000002,16569196995610.936
853.2722,16569189159513.93
853.2724000000001,16569177315251.541
853.2725999999999,16569169479163.822
853.2728,16569161643079.436
853.2729999999999,16569153806998.361
853.2732,16569145970920.602
853.2734000000002,16567435242951.52
853.2736000000001,16567427407685.762
853.2738000000002,16565716682139.375
853.274,16564005958207.016
853.2742000000001,16562295235888.686
853.2743999999999,16562287403052.254
853.2746,16560576683156.594
853.2748,16558865964874.955
853.275,16558858133659.172
853.2752,16557147417800.22
853.2754000000001,16557139587396.42
853.2756000000002,16557131756995.94
853.2758,16555421044368.334
853.2760000000001,16555413214779.83
853.2761999999999,16555405385194.658
853.2764,16557100435427.188
853.2766,16557092605043.299
853.2768000000001,16558787652866.426
853.277,16558779821683.82
853.2772000000001,16560474867097.535
853.2774000000002,16562169910903.895
853.2776,16563864953102.885
853.2778000000001,16565559993694.492
853.2779999999999,16565548152037.264
853.2782,16565540317655.855
853.2784,16567235354626.771
853.2786,16567227519446.656
853.2788000000002,16567219684269.861
853.2790000000001,16565508980163.38
853.2792000000002,16565501145798.566
853.2794,16565493311437.072
853.2796000000001,16563782610561.92
853.2797999999999,16565477642724.047
853.28,16565469808372.484
853.2802,16565461974024.281
853.2804,16567157002974.98
853.2806,16567149167828.06
853.2808000000001,16567141332684.445
853.2810000000002,16568836358423.752
853.2812,16567125662407.193
853.2814000000001,16567117827273.543
853.2815999999999,16565407133679.645
853.2818,16565399299357.982
853.2819999999999,16563688608186.717
853.2822000000001,16561977918629.46
853.2824,16560267230686.184
853.2826000000001,16558556544356.904
853.2828000000002,16558548713273.174
853.283,16558540882192.746
853.2832000000001,16558533051115.656
853.2834,16560224065295.682
853.2836,16561919083420.838
853.2838,16561911250745.676
853.284,16563606266461.475
853.2842000000002,16563598432987.629
853.2844000000001,16563590599517.098
853.2846000000002,16563582766049.879
853.2848000000001,16561872087419.7
853.2850000000001,16560161410403.5
853.2851999999999,16558450735001.271
853.2853999999999,16556740061213.02
853.2856,16556732230983.732
853.2858,16555021559618.1
853.2860000000001,16553310889866.459
853.2862000000001,16553303061257.783
853.2864000000002,16554998071376.064
853.2866,16554990241968.693
853.2868,16554982412564.635
853.2869999999999,16554974583163.89
853.2872,16556669589268.809
853.2873999999999,16554958924372.354
853.2876000000001,16554951094981.557
853.2878000000001,16553240432507.697
853.2880000000001,16551529771647.848
853.2882000000001,16549819112401.945
853.2884,16548108454770.008
853.2886000000001,16544694968887.0
853.2887999999999,16542984315288.336
853.289,16541269661947.896
853.2892,16539559011991.719
853.2894,16537848363649.518
853.2896000000002,16537840542347.793
853.2898000000001,16536129896428.182
853.2900000000002,16536122075938.396
853.2902,16534411432441.385
853.2904000000001,16534403612763.55
853.2905999999999,16532692971689.139
853.2907999999999,16530982332228.674
853.291,16529271694382.162
853.2912000000001,16527561058149.592
853.2914000000001,16525850423530.984
